Gender,Age,Height,Weight,Duration,Heart_Rate,Calories,suitable
0,20,155,51,11,98,58,1
1,37,184,82,12,90,47,0
0,47,160,61,11,89,51,1
1,74,201,108,5,87,29,1
1,76,188,90,30,109,266,1
0,23,165,66,13,95,62,1
0,23,171,63,24,104,139,0
1,57,189,89,13,95,76,0
0,35,165,61,7,92,33,1
1,66,181,88,28,104,213,0
1,63,181,85,16,96,99,1
0,32,165,61,3,79,10,1
0,37,167,62,3,78,10,1
1,37,179,79,3,85,9,0
1,22,202,105,30,113,216,1
1,30,186,80,8,89,27,0
1,37,180,77,24,104,143,1
0,52,158,60,23,109,158,1
0,33,170,65,30,105,181,1
0,27,164,65,20,104,117,1
1,64,192,93,14,93,83,0
1,28,185,89,3,84,8,0
0,36,177,73,30,109,192,1
0,21,163,58,2,84,7,1
0,72,170,67,4,80,16,1
1,61,166,69,29,106,210,1
1,79,188,93,21,107,184,0
0,22,148,51,19,102,109,1
1,65,190,91,27,114,246,1
0,64,143,49,20,99,123,1
0,54,194,94,27,108,171,1
0,25,165,63,26,113,176,1
0,38,162,60,17,102,100,1
0,59,150,59,8,89,39,1
1,55,198,99,7,83,29,1
0,43,188,83,25,113,171,0
1,33,190,92,15,98,78,1
1,78,181,82,28,112,259,0
1,22,177,80,12,97,51,0
1,40,192,90,14,91,62,1
1,49,169,78,10,96,54,1
0,23,172,70,17,104,97,1
0,23,183,74,4,88,16,1
0,21,172,71,27,108,164,1
1,20,164,70,19,99,80,1
1,61,185,92,30,111,255,1
1,72,181,88,27,111,241,1
1,41,188,90,16,91,72,0
0,28,175,66,30,107,184,1
0,30,172,70,23,102,129,1
1,33,183,87,4,95,19,1
0,66,156,54,9,77,34,1
0,55,162,64,26,107,173,1
0,39,159,61,17,92,82,0
1,44,200,106,12,90,58,1
1,37,184,86,6,85,20,1
1,79,176,82,30,109,265,1
1,39,171,77,16,103,94,1
1,24,191,89,5,87,15,1
0,25,148,44,29,110,195,1
1,34,172,77,25,105,149,1
0,41,153,60,7,85,29,1
1,32,176,74,21,106,125,1
1,27,213,119,9,87,34,1
0,48,156,59,19,109,129,0
0,24,169,68,22,105,128,0
0,46,172,72,20,101,115,1
0,26,177,75,15,94,69,1
1,39,174,76,12,85,38,0
0,63,165,61,8,91,41,0
0,44,167,67,13,94,65,1
1,76,186,96,11,93,73,0
1,77,192,94,3,82,15,1
1,26,191,93,25,105,148,0
0,73,184,83,25,121,205,1
1,29,184,85,24,105,142,1
0,39,171,67,19,91,88,1
0,67,153,54,13,90,67,0
0,22,150,49,8,94,39,1
1,40,181,81,9,88,34,1
1,46,191,87,5,89,22,0
1,37,170,68,16,96,73,1
1,42,175,77,9,88,34,1
1,78,188,95,4,90,25,0
0,56,174,72,25,108,167,1
0,21,161,56,6,84,22,1
1,31,198,106,11,88,43,1
1,25,188,85,12,93,47,0
1,31,187,91,14,96,67,1
1,31,189,88,27,110,184,1
0,37,172,64,2,85,8,1
0,64,157,59,3,84,13,1
1,45,179,79,28,108,196,1
1,20,182,85,3,81,6,1
1,45,186,84,7,78,18,0
1,39,185,87,26,110,187,0
1,26,194,93,6,78,11,1
0,30,171,67,4,82,14,1
0,62,160,64,25,104,161,1
1,38,184,87,21,98,112,1
0,23,167,63,14,96,69,1
0,22,162,55,10,94,48,1
1,42,208,108,9,86,37,1
0,55,162,57,28,122,234,0
0,55,155,52,18,100,109,1
0,46,151,56,2,81,8,1
0,69,156,58,19,102,123,1
0,64,153,53,24,108,170,1
0,22,166,59,7,82,24,1
0,22,163,63,19,106,114,1
0,39,170,75,26,106,159,1
1,37,171,78,14,92,58,1
1,28,194,95,24,106,149,1
1,69,188,92,17,91,100,0
0,34,149,52,23,98,126,1
1,40,186,93,9,85,32,1
0,57,176,74,12,94,62,1
0,41,161,61,11,84,44,0
0,37,151,52,15,89,69,1
1,33,176,80,2,79,4,1
0,43,171,69,12,89,53,1
1,23,201,101,27,103,153,1
1,22,193,99,19,99,94,1
1,46,179,84,1,78,3,1
1,30,173,79,3,81,7,0
1,22,195,96,10,92,38,1
0,24,167,63,26,107,159,1
0,37,147,49,27,102,162,0
0,44,177,71,24,104,145,1
0,24,169,59,21,109,134,1
1,61,184,86,22,101,151,1
1,56,196,101,9,87,43,0
0,47,157,57,2,86,9,1
0,45,174,68,24,103,144,0
0,29,179,69,14,92,63,1
1,61,186,83,3,83,12,1
1,32,192,90,2,83,6,1
0,38,179,79,29,114,200,0
0,28,155,61,10,90,44,1
0,74,163,64,25,103,164,1
1,24,179,79,4,76,5,1
0,24,158,54,11,90,49,1
0,23,198,82,17,100,87,0
0,59,168,67,5,91,25,1
0,26,170,70,3,82,10,1
0,64,167,62,21,104,137,0
1,33,193,97,27,103,163,0
1,26,187,85,25,107,151,1
1,26,194,89,29,110,191,1
0,66,152,54,9,88,45,1
1,29,187,84,16,93,65,1
1,47,202,106,3,84,12,0
0,31,169,66,19,102,108,1
1,28,176,74,15,103,80,1
1,29,196,92,19,96,89,0
1,42,178,78,25,103,152,1
1,23,185,88,5,90,17,1
1,38,177,79,21,99,111,1
0,33,182,76,29,101,158,1
1,32,177,77,29,102,157,1
0,35,163,63,19,102,110,0
0,32,161,61,3,78,10,1
1,72,195,103,6,93,39,1
0,22,157,53,9,89,39,1
0,60,157,59,12,90,60,1
0,29,165,64,5,76,14,1
1,62,170,77,9,86,40,0
1,66,182,86,9,91,50,1
0,58,154,61,22,103,139,1
1,46,181,82,4,86,15,0
0,30,167,65,22,98,115,0
1,72,208,110,16,97,117,1
1,55,184,86,2,83,8,1
0,65,168,70,8,83,33,0
1,52,184,85,7,89,32,1
1,65,179,89,7,88,36,0
0,57,157,57,14,89,68,0
0,69,154,53,20,103,133,1
1,25,173,77,9,94,35,1
0,21,175,74,8,85,29,1
0,25,133,45,6,89,27,1
0,54,163,60,10,94,53,1
1,44,178,87,2,84,7,1
0,29,162,64,6,90,26,1
0,42,158,60,24,99,135,0
0,47,152,55,28,106,183,1
0,58,177,68,9,88,42,1
0,63,170,71,3,74,10,0
0,52,191,86,24,105,146,0
0,62,152,54,24,108,169,1
1,24,177,71,27,109,161,1
0,51,156,63,9,92,45,1
0,67,165,67,4,89,20,1
0,59,172,73,23,107,152,0
0,27,158,59,24,106,147,1
0,25,172,70,16,92,71,1
0,52,152,58,10,92,51,1
1,23,197,96,4,85,11,1
0,59,159,61,24,102,150,1
0,29,162,65,11,94,53,1
0,21,171,68,9,81,29,0
1,37,169,69,9,94,39,1
1,27,185,88,14,103,78,1
0,28,154,52,20,92,95,1
1,23,172,78,20,100,94,1
0,37,165,61,12,98,65,1
1,61,200,99,9,78,33,1
0,31,157,54,8,84,31,1
1,27,175,80,27,101,137,1
0,44,163,63,20,107,129,1
0,44,157,61,6,85,25,1
0,38,177,77,14,83,51,1
1,44,186,93,21,93,105,1
1,54,189,94,8,93,44,1
0,53,159,64,11,95,59,0
0,57,171,65,15,88,70,1
1,34,183,83,5,86,16,1
0,32,160,56,11,97,58,0
0,42,173,71,27,106,168,1
0,68,168,70,23,108,159,1
0,20,179,74,3,92,13,1
1,37,181,86,22,97,112,1
1,27,195,90,5,82,12,1
0,24,144,47,24,105,147,1
0,22,164,64,8,94,37,1
0,72,166,67,6,91,31,1
0,37,174,71,7,86,28,0
1,62,189,95,6,88,31,0
0,54,171,70,26,111,182,1
0,25,154,54,20,98,106,1
1,45,178,76,19,96,97,0
1,77,205,104,10,91,65,1
0,31,152,56,11,99,60,0
0,73,140,44,12,95,72,1
0,77,158,59,2,82,9,0
0,27,169,69,2,80,6,1
0,31,171,64,6,88,25,1
1,68,163,62,29,112,242,1
0,59,169,70,8,92,40,1
1,73,196,103,20,104,165,1
1,31,183,90,8,89,30,1
1,25,190,90,15,87,46,0
1,61,189,88,17,105,128,1
0,48,165,59,19,104,119,0
1,61,189,94,14,98,92,0
0,41,164,63,11,87,47,1
1,24,196,93,8,82,19,1
1,59,201,110,8,86,40,1
0,69,154,59,16,99,98,1
1,33,197,100,3,90,12,1
0,45,168,71,29,113,204,1
1,64,194,96,27,106,215,1
0,29,160,54,8,101,46,0
0,64,153,54,16,95,91,0
0,26,170,63,11,91,49,0
0,79,191,87,18,98,104,1
1,31,178,78,19,106,114,1
0,45,154,52,26,107,173,1
1,38,174,74,28,102,158,1
1,59,182,83,7,89,34,1
0,64,186,83,29,117,221,1
0,20,169,61,28,102,155,1
0,54,141,48,18,103,116,1
0,45,171,66,6,82,23,1
1,49,177,76,19,100,112,1
0,30,176,71,4,82,14,1
0,24,152,55,11,88,46,1
1,25,181,83,15,83,35,0
1,47,188,95,6,81,20,1
0,22,169,69,17,106,100,1
1,36,190,91,27,109,188,0
1,72,183,94,9,88,50,1
1,69,185,85,30,113,271,1
1,36,179,83,23,109,156,1
1,20,182,83,14,91,46,1
1,57,188,88,26,101,174,1
0,23,151,48,29,110,192,1
0,32,164,64,3,81,10,1
0,48,182,78,6,79,20,1
1,22,179,83,4,90,13,0
0,45,173,66,5,79,17,1
0,22,151,52,3,79,10,0
0,52,164,59,24,101,145,1
0,41,173,69,17,92,81,1
1,28,189,90,5,82,12,1
1,32,176,79,3,85,9,1
0,21,169,60,5,84,18,1
1,22,172,75,14,98,60,1
0,55,141,52,16,103,102,1
1,47,187,97,20,90,95,0
0,38,159,64,21,104,127,1
0,39,162,68,17,102,98,1
0,53,139,48,29,101,180,1
0,74,174,74,14,95,78,1
0,43,180,74,10,92,47,1
1,41,164,68,13,92,54,0
0,72,163,68,9,89,45,0
1,24,176,82,20,107,118,0
0,51,169,63,3,80,11,1
1,46,184,84,3,80,9,1
1,30,189,90,22,110,150,0
1,50,209,108,19,95,112,1
0,23,160,66,13,95,62,0
0,25,173,69,8,88,32,1
0,70,154,57,4,81,17,1
0,78,151,53,14,102,93,0
1,23,181,85,19,93,72,0
1,68,185,87,10,101,72,1
0,57,160,67,27,109,185,0
1,40,182,86,7,93,32,1
1,22,177,80,7,86,18,1
1,24,181,79,18,98,80,1
1,22,174,71,6,82,11,1
0,21,156,54,26,93,122,1
1,38,185,86,13,91,55,1
0,53,167,66,10,90,48,0
1,50,180,88,14,88,62,0
1,42,174,76,14,84,44,1
0,34,159,60,17,96,88,1
1,62,196,93,26,106,203,0
0,58,171,68,30,102,184,0
1,60,189,90,10,90,52,1
1,53,184,88,5,89,24,1
0,20,164,63,22,113,147,1
1,38,198,106,26,99,153,1
1,71,185,98,14,98,100,1
0,31,152,54,16,92,76,1
1,33,180,83,20,103,115,1
0,65,176,72,2,72,6,1
1,65,190,94,26,102,192,0
1,40,182,81,30,103,181,1
1,39,173,78,7,89,27,1
1,55,188,92,24,117,219,1
0,48,166,61,8,83,32,0
1,51,179,85,13,102,85,1
0,37,156,53,28,108,185,1
1,54,203,110,16,94,96,1
0,47,164,68,10,90,46,1
1,59,181,88,21,97,130,1
0,22,150,53,21,101,117,1
1,30,185,82,11,97,51,0
0,30,153,56,14,93,68,1
0,24,176,67,27,111,175,1
1,49,180,84,26,108,190,1
0,34,166,63,20,99,109,1
0,50,184,83,27,107,170,0
0,31,146,48,19,104,116,1
0,69,157,58,5,84,23,1
1,21,199,91,16,98,73,1
0,27,170,66,10,92,45,0
1,78,185,85,24,97,169,1
1,25,196,92,3,83,8,0
1,50,190,93,18,90,87,1
1,30,167,70,27,107,160,0
1,31,187,92,4,90,16,1
1,58,180,79,8,82,30,1
1,70,198,106,16,94,107,1
0,60,152,58,14,86,64,0
0,25,173,69,29,117,207,1
1,62,200,105,5,91,29,1
1,31,167,66,8,88,24,0
1,50,176,86,24,112,192,1
0,36,152,55,26,121,206,1
0,44,166,68,28,107,179,0
0,40,153,58,15,97,81,0
0,29,166,61,29,99,156,1
0,48,176,72,11,87,47,1
1,28,196,90,17,100,88,1
0,41,164,67,24,109,158,1
0,40,152,49,23,106,149,1
1,30,194,101,8,83,24,1
1,21,175,74,29,109,170,1
1,43,187,90,9,90,40,1
0,77,164,68,17,95,97,1
1,35,182,84,22,98,112,0
0,26,151,53,4,76,12,0
1,20,178,80,27,112,173,1
1,48,187,90,16,95,87,1
0,20,154,55,13,88,54,1
1,30,165,65,16,87,45,1
1,77,182,91,27,107,233,1
0,29,172,67,19,95,93,1
1,62,187,92,29,109,239,1
1,21,197,89,3,84,7,1
1,28,185,86,22,111,149,1
0,20,175,66,28,104,159,1
0,26,153,49,21,93,102,1
0,27,172,69,6,73,15,1
0,58,169,64,27,107,181,1
1,75,190,96,28,102,221,1
0,71,164,63,4,82,17,0
0,34,164,62,26,109,170,1
1,39,194,94,11,91,49,0
1,63,188,97,23,99,159,1
1,22,192,94,22,111,147,1
1,49,190,90,7,84,27,1
0,22,152,54,1,78,3,1
1,47,201,104,28,107,209,1
0,38,177,71,29,107,181,1
1,68,172,82,8,86,39,1
0,32,154,54,16,94,80,1
1,30,177,80,25,117,191,0
1,51,181,91,29,110,227,0
1,45,179,78,10,90,43,1
1,25,178,77,16,99,74,0
1,58,176,75,15,84,59,1
1,47,201,103,5,91,25,1
1,27,180,86,26,110,171,1
0,58,169,68,22,101,132,1
0,22,158,58,8,89,34,0
1,74,183,80,6,80,25,1
0,21,144,47,16,104,95,1
0,25,169,66,22,105,129,0
0,25,161,61,17,99,90,0
1,51,196,100,4,77,12,1
0,40,169,63,11,93,54,0
0,21,169,60,24,111,157,1
1,25,169,75,26,106,147,0
1,36,194,91,28,105,178,1
1,52,171,81,17,102,110,1
0,30,173,75,14,86,53,0
0,26,151,55,9,90,40,1
0,24,157,58,30,100,163,1
0,37,164,61,22,98,119,1
0,68,166,65,15,101,93,1
1,33,189,93,23,97,116,1
1,42,192,98,4,88,17,0
1,56,187,91,17,92,91,1
0,20,173,67,29,111,186,1
0,72,156,61,29,107,203,1
0,56,165,61,29,106,192,1
1,76,179,83,8,84,40,1
0,29,162,62,28,111,186,0
1,72,192,99,28,103,223,1
0,35,163,62,12,91,55,1
0,49,154,52,5,82,20,1
1,27,193,94,7,89,25,1
1,47,177,84,27,104,178,1
0,23,170,66,12,86,46,1
0,49,151,53,21,93,109,1
1,24,182,86,13,91,46,1
0,61,175,78,12,91,58,1
1,23,200,99,26,107,162,0
1,45,200,97,24,106,170,0
1,26,174,75,7,84,17,1
1,52,196,102,5,83,20,0
1,68,177,85,23,94,141,1
0,35,181,71,5,90,22,0
1,25,187,81,15,101,75,0
0,61,166,60,6,90,30,1
0,67,170,66,26,108,181,1
1,25,186,86,11,98,51,1
1,42,174,73,13,93,58,1
0,43,148,48,5,91,25,0
1,21,191,86,16,103,84,1
1,46,178,77,13,90,56,1
0,25,172,70,2,84,7,1
0,58,177,74,28,110,193,1
1,33,181,82,13,100,69,1
0,73,183,84,2,82,8,1
1,42,175,79,10,95,49,1
1,69,172,77,20,101,141,0
1,24,191,83,8,81,16,1
1,29,181,77,13,97,59,1
0,57,186,84,17,100,96,1
1,31,194,94,29,111,206,1
0,74,159,62,20,104,134,1
1,39,185,81,12,101,68,1
0,38,176,69,3,89,13,1
1,21,182,75,30,113,195,1
1,29,178,81,23,101,120,0
0,78,178,75,24,96,138,1
1,75,189,95,30,107,259,0
0,59,166,67,22,93,114,0
1,21,195,93,19,104,105,1
0,52,158,61,14,99,81,0
1,59,178,82,18,99,115,1
1,54,194,103,27,98,174,1
1,28,195,94,4,83,11,1
1,38,192,92,7,90,30,1
1,54,181,80,21,100,131,0
0,21,154,53,26,103,150,1
1,23,193,89,22,105,125,1
1,23,180,85,2,85,5,1
0,59,176,71,16,100,94,1
1,75,187,96,11,93,72,0
0,24,177,71,3,85,11,1
0,25,154,58,4,91,18,1
1,64,182,92,22,101,157,1
1,50,190,100,27,104,191,0
0,32,151,51,23,102,136,1
1,49,189,94,28,97,164,1
0,20,159,56,5,86,20,1
1,29,188,89,23,113,165,1
0,71,165,67,27,111,198,0
0,27,166,59,28,108,177,1
0,57,158,55,9,103,57,0
0,40,172,66,10,86,41,1
0,52,181,76,19,98,104,1
1,48,188,88,9,80,28,1
1,45,182,89,19,99,111,1
0,30,164,60,18,96,92,1
1,77,186,90,4,91,25,1
0,59,142,45,14,99,86,1
1,38,179,81,16,93,71,1
1,61,185,86,23,90,120,1
0,67,188,83,18,94,94,1
0,21,159,62,21,95,101,1
0,71,155,60,17,91,90,0
1,62,185,91,26,107,206,1
0,38,178,68,3,80,10,1
1,32,197,101,1,84,3,1
0,76,170,67,12,101,76,1
1,20,178,81,20,98,86,1
0,27,160,56,27,108,172,1
1,34,188,89,1,85,3,1
1,49,173,79,27,109,198,1
1,60,178,78,26,103,180,1
0,41,155,59,7,87,30,1
1,25,189,85,17,95,71,1
0,56,151,53,24,101,148,0
1,48,196,94,1,85,4,0
0,27,161,59,3,82,11,1
1,23,174,74,13,94,48,0
0,30,164,64,11,92,51,1
0,63,176,73,20,96,110,1
0,76,167,65,10,83,44,1
0,22,160,59,22,104,128,1
1,22,174,74,15,99,66,1
0,26,168,66,16,102,89,1
1,27,184,93,10,88,34,1
0,21,180,74,23,102,124,1
0,52,169,66,6,95,32,0
1,73,186,87,16,95,105,1
0,29,165,64,11,93,52,1
0,62,153,57,5,81,20,1
1,30,191,91,7,84,20,1
0,77,162,66,12,92,65,1
1,55,185,86,12,96,70,1
0,24,161,55,6,84,23,1
0,32,170,66,25,114,174,1
0,71,179,78,6,83,25,1
1,56,196,99,27,106,207,1
1,43,200,104,8,90,38,1
0,27,134,38,22,103,134,0
0,68,181,81,25,113,182,1
0,77,172,72,14,96,81,0
0,33,151,44,16,89,74,1
0,45,166,59,7,80,26,1
1,36,182,81,11,94,49,1
1,54,160,62,26,97,140,1
1,24,179,76,27,108,160,1
1,72,179,86,26,100,188,0
1,26,196,95,2,88,7,1
1,67,179,82,22,104,165,1
1,55,183,88,3,79,10,1
0,49,178,71,12,98,66,1
1,48,182,88,15,97,85,1
1,23,175,75,2,77,2,1
0,31,162,59,14,101,79,1
1,31,187,93,13,94,59,1
1,24,193,88,16,94,65,0
0,62,137,47,28,110,205,1
1,28,193,97,13,91,52,1
0,41,162,63,28,105,174,1
0,54,165,62,12,97,67,1
0,43,154,56,17,105,108,1
0,28,170,71,18,102,100,1
0,38,165,66,27,114,191,1
0,32,145,48,2,84,8,1
1,47,182,89,17,100,104,1
1,44,186,83,10,88,40,1
1,43,183,82,27,110,196,1
1,28,185,82,27,99,132,1
0,78,157,63,17,97,102,1
0,20,168,69,30,113,198,1
0,48,147,45,23,100,139,0
0,40,169,69,23,110,153,1
1,38,177,84,28,106,181,1
1,73,191,99,26,104,212,0
0,29,146,47,12,94,60,1
0,55,181,77,24,109,161,1
0,20,166,64,15,93,68,1
1,26,192,93,13,92,52,1
0,46,149,54,21,97,117,1
0,78,169,68,18,95,103,0
0,28,163,66,5,85,19,1
1,21,186,89,4,86,11,1
1,74,180,86,9,88,50,1
1,50,183,89,28,106,200,1
1,76,170,78,15,95,98,1
1,79,180,89,11,79,49,1
0,29,144,49,22,98,120,1
1,36,192,95,23,101,135,1
1,48,187,88,11,89,49,1
1,73,190,95,5,74,18,1
0,39,164,63,26,110,174,1
1,21,186,80,13,97,55,1
0,42,167,68,12,93,58,1
1,22,195,88,28,106,162,0
1,44,178,80,23,108,160,1
1,36,186,86,8,84,25,1
0,28,145,53,11,90,50,1
0,41,175,72,29,109,189,1
0,58,156,56,27,117,213,1
0,32,170,71,17,105,101,1
1,28,175,72,11,91,38,0
0,23,166,66,17,93,78,1
1,58,201,106,26,110,221,1
0,43,145,55,3,83,12,0
0,23,166,66,20,98,102,1
0,36,176,74,27,102,152,0
0,26,169,67,21,97,106,1
0,46,169,70,18,94,90,1
0,29,171,65,24,99,128,1
1,24,193,89,10,95,42,1
1,57,191,96,5,83,21,0
1,37,171,77,22,98,111,1
1,72,175,81,19,96,124,1
1,34,178,81,21,100,111,1
1,49,171,76,6,80,17,1
1,23,195,93,2,81,4,0
0,33,156,50,3,94,15,1
1,21,176,79,18,97,75,0
0,61,157,59,29,101,179,0
1,54,190,90,15,91,77,1
0,28,173,71,12,94,56,0
0,34,174,67,18,95,89,1
0,62,175,70,17,94,90,1
0,31,168,70,29,108,181,1
0,45,164,61,5,84,20,0
1,65,184,90,19,102,138,1
0,48,176,74,21,88,92,1
1,32,177,76,17,96,76,0
1,21,185,89,2,90,7,1
0,51,182,82,21,99,115,1
0,22,162,59,13,90,56,0
1,32,203,111,17,93,82,0
1,29,193,94,13,96,62,1
1,34,190,93,4,84,13,0
0,47,159,60,27,104,169,0
0,43,168,67,24,107,154,1
1,59,176,81,6,85,25,1
1,20,166,68,8,83,14,1
0,27,158,54,23,109,150,1
0,23,162,61,24,102,134,1
0,28,164,56,28,115,200,1
1,67,205,114,6,79,27,1
0,68,162,63,9,93,49,0
1,27,175,74,13,102,66,1
0,20,175,72,13,85,46,1
1,45,181,78,16,88,63,1
1,42,191,98,6,80,18,1
0,34,188,78,15,85,56,1
1,61,157,59,21,97,119,1
1,29,178,79,1,82,2,0
1,70,177,86,21,108,175,1
1,20,191,90,16,88,48,0
1,23,193,96,9,88,30,1
0,29,167,65,30,110,195,0
1,40,188,87,17,102,102,0
0,20,162,61,13,91,57,1
1,65,169,77,2,76,6,1
1,21,172,69,3,92,10,1
0,29,162,66,7,94,33,1
1,47,182,83,24,100,143,1
1,79,172,77,24,107,202,1
1,68,173,77,28,105,213,0
0,62,176,76,19,98,107,1
0,33,155,52,22,108,144,1
1,23,182,82,2,79,3,1
0,52,164,63,3,78,11,0
0,31,154,57,7,84,27,0
1,78,189,94,3,84,16,1
0,37,164,60,18,96,94,0
0,39,171,65,3,81,11,1
1,24,190,93,30,100,152,1
1,37,182,82,20,99,106,1
0,70,158,63,22,102,141,1
0,39,169,71,21,101,118,0
1,40,176,75,21,100,115,0
1,73,192,98,20,102,157,1
1,24,196,93,10,100,51,1
0,63,171,74,16,101,96,1
1,24,181,86,9,75,10,1
0,47,158,55,25,108,169,1
0,30,176,74,25,108,155,0
1,43,190,97,27,105,184,0
0,44,149,51,11,86,48,1
1,66,188,93,26,115,243,1
0,66,140,48,15,90,79,1
0,22,158,58,9,101,50,1
1,69,192,100,17,95,113,1
0,33,163,59,14,95,71,1
1,21,180,77,14,92,47,0
0,51,162,63,24,103,148,1
1,56,185,86,22,104,156,1
1,42,196,98,26,102,165,1
0,54,153,53,25,106,167,1
0,65,171,68,4,93,21,1
0,20,165,60,10,86,38,1
1,42,188,95,10,94,51,0
1,64,184,92,18,102,131,1
1,62,186,91,27,104,202,1
0,35,167,65,8,97,42,1
0,32,171,71,27,108,169,1
1,26,184,90,14,95,61,0
1,21,166,67,12,88,31,1
1,33,201,103,20,98,108,1
1,23,194,87,18,100,88,0
0,21,169,62,16,88,65,1
1,63,193,94,2,83,9,1
0,64,153,57,26,111,191,1
1,46,171,73,10,97,53,1
0,52,170,67,19,101,112,1
1,55,187,84,3,85,12,0
1,61,185,92,23,104,171,1
0,31,170,70,30,100,162,1
0,75,140,48,5,85,24,0
0,30,167,63,4,87,16,0
1,23,176,77,9,82,18,1
0,22,155,54,14,95,69,0
1,22,179,78,20,102,99,0
0,43,169,63,22,109,147,1
0,40,178,74,21,102,120,0
1,30,186,87,28,118,223,0
1,54,188,87,2,80,7,1
0,33,145,46,12,93,60,1
1,41,188,93,13,91,59,1
0,21,173,71,2,82,7,1
0,32,159,59,23,108,148,1
1,27,205,109,26,103,156,1
0,42,174,67,10,88,44,0
0,30,153,53,25,114,178,1
1,29,185,87,14,97,66,1
0,33,154,57,10,92,48,1
0,26,166,68,24,105,141,1
0,41,160,60,28,101,163,1
0,44,163,63,28,111,193,1
1,50,178,83,11,86,44,0
0,25,187,78,15,105,86,1
0,23,172,68,16,98,81,1
0,52,155,54,24,101,146,1
1,22,194,93,1,87,3,1
0,32,163,60,13,100,72,0
1,48,178,85,16,88,68,1
0,29,165,59,19,94,93,1
0,59,163,65,10,96,55,1
0,60,164,62,23,103,146,1
1,30,180,82,26,99,129,1
0,39,166,65,18,99,99,0
1,27,175,78,19,99,90,1
1,78,189,91,10,97,72,1
0,66,156,52,21,97,125,1
0,28,178,75,7,88,28,0
0,20,163,53,28,102,158,0
1,28,180,84,25,110,165,1
0,40,155,51,8,84,33,1
0,55,176,70,11,90,52,1
0,28,178,73,5,84,18,1
1,22,182,84,4,91,14,0
1,32,194,94,13,97,65,1
1,24,185,88,11,90,38,1
0,40,162,64,6,88,26,1
1,23,192,89,19,94,77,1
0,46,179,67,10,97,54,1
0,63,181,77,30,106,195,0
0,21,182,77,23,97,111,1
0,52,168,66,16,101,95,1
0,38,165,58,12,92,58,0
1,79,183,86,12,96,84,0
1,28,175,78,10,96,43,0
0,26,174,73,22,94,102,1
0,21,146,49,6,81,21,1
0,64,163,67,27,115,206,1
1,76,189,93,28,111,259,0
0,77,153,58,8,90,42,1
1,60,187,88,29,108,229,0
0,66,153,58,15,90,77,1
0,54,150,51,29,108,201,1
1,32,189,89,19,104,114,1
0,61,144,47,4,79,16,1
0,20,149,50,8,81,28,1
1,61,191,100,28,111,243,1
1,22,196,89,13,96,56,1
1,55,178,81,4,90,19,1
1,34,198,97,18,101,104,1
0,26,163,66,10,96,49,0
0,20,168,60,13,96,64,1
0,63,169,69,12,90,59,0
1,32,205,107,3,89,12,1
0,66,157,58,15,88,74,1
0,27,168,68,4,90,17,0
1,20,192,90,17,104,92,1
1,40,179,77,17,100,94,0
1,47,195,101,27,114,229,0
1,65,175,76,6,94,35,1
1,37,194,102,15,95,77,1
1,51,193,93,28,115,242,1
1,44,194,92,24,98,137,1
0,24,169,67,27,105,158,1
0,30,165,59,3,79,10,1
0,20,162,59,18,95,87,1
0,63,169,68,3,87,14,0
0,62,153,57,21,105,140,1
1,49,196,94,24,98,144,1
1,31,186,91,14,96,67,1
1,61,184,91,13,91,71,1
1,21,175,74,28,107,156,1
1,50,183,93,11,88,50,1
1,23,190,91,20,100,100,1
0,53,178,71,18,95,94,1
0,40,166,72,10,92,47,1
0,63,176,70,5,85,22,1
0,51,171,70,1,81,4,0
1,30,199,104,4,89,16,0
1,29,173,78,17,104,95,1
1,33,177,78,10,92,40,1
0,58,164,63,19,97,107,1
0,20,171,70,19,103,105,1
0,25,173,70,5,79,15,0
1,36,194,100,6,79,16,1
1,39,170,70,11,95,50,1
0,61,146,52,20,97,117,0
1,45,176,80,30,112,229,1
1,57,189,91,19,106,143,1
0,26,168,70,12,94,56,1
1,26,182,80,24,102,125,1
0,57,169,70,23,97,127,1
0,68,154,56,12,94,67,1
1,25,178,77,9,89,28,1
1,35,196,102,21,107,144,1
1,64,190,94,21,107,170,0
0,26,184,79,15,104,84,1
0,22,168,60,10,87,40,1
1,20,205,100,7,95,30,0
0,23,155,55,18,93,85,1
1,55,184,90,21,106,156,0
0,35,169,69,18,104,106,1
1,27,164,65,10,88,28,1
0,65,148,50,2,83,9,0
0,65,155,57,12,89,60,1
1,20,167,66,10,91,29,1
0,40,182,78,21,99,112,1
1,25,196,99,9,97,43,1
0,33,167,62,23,107,145,1
1,30,179,82,20,102,109,1
0,22,186,77,16,96,75,1
1,29,192,92,26,112,185,1
0,47,169,70,13,96,68,1
0,45,161,59,3,74,9,1
0,25,158,54,24,100,132,1
1,71,146,56,29,106,216,0
0,21,161,57,23,95,112,1
1,69,170,76,9,88,46,0
0,21,168,65,22,107,133,1
1,20,192,95,15,95,63,1
1,39,180,88,22,104,138,1
1,34,173,71,28,113,197,0
0,51,181,72,8,88,36,1
0,60,168,64,6,84,26,1
0,20,155,53,15,92,69,0
1,30,187,85,13,94,56,1
0,57,171,74,11,78,38,0
1,32,176,82,9,86,28,1
1,23,189,93,12,98,57,1
0,56,176,76,19,100,109,0
1,28,191,83,7,80,14,0
1,57,164,65,10,95,53,1
1,23,187,90,12,99,58,1
1,27,188,93,20,98,98,1
0,23,169,67,21,94,98,1
